id_venda,data_venda,id_cliente,id_produto,canal_venda,quantidade,preco_unitario
VND-0004854,2024-01-08T06:14:15,CLI-00003,PROD-0016,Midia Paga,1,3185.34
VND-0000472,2024-01-08T06:39:35,CLI-00016,PROD-0035,App Mobile,1,611.7
VND-0000404,2024-01-08T07:21:44,CLI-00080,PROD-0019,Loja Física,2,4855.76
VND-0014085,2024-01-08T07:43:48,CLI-00022,PROD-0059,App Mobile,1,106.18
VND-0008699,2024-01-08T09:04:10,CLI-00082,PROD-0039,Midia Paga,1,1121.6
VND-0012385,2024-01-08T10:12:57,CLI-00076,PROD-0024,App Mobile,1,389.32
VND-0007763,2024-01-08T11:12:54,CLI-00091,PROD-0013,Loja Física,2,5191.4
VND-0006226,2024-01-08T11:27:31,CLI-00410,PROD-0006,Midia Paga,1,541.2
VND-0002330,2024-01-08T11:33:14,CLI-00052,PROD-0021,Midia Paga,1,322.05
VND-0007722,2024-01-08T13:51:49,CLI-00053,PROD-0007,App Mobile,1,4424.15
VND-0014048,2024-01-08T14:22:52,CLI-00049,PROD-0039,App Mobile,5,896.87
VND-0004490,2024-01-08T15:02:51,CLI-00390,PROD-0067,App Mobile,2,178.84
VND-0002928,2024-01-08T15:36:20,CLI-00028,PROD-0068,Midia Paga,2,97.85
VND-0004472,2024-01-08T16:08:50,CLI-00445,PROD-0049,Midia Paga,4,174.07
VND-0007527,2024-01-08T16:39:39,CLI-00037,PROD-0003,Site,5,2034.87
VND-0013215,2024-01-08T16:48:12,CLI-00011,PROD-0017,Redes Sociais,4,2989.38
VND-0004142,2024-01-08T16:53:26,CLI-00148,PROD-0019,Marketplace,3,4342.72
VND-0011292,2024-01-08T17:16:22,CLI-00426,PROD-0034,Midia Paga,3,387.82
VND-0013632,2024-01-08T17:40:26,CLI-00036,PROD-0077,Site,1,214.05
VND-0002821,2024-01-08T17:43:46,CLI-00014,PROD-0001,App Mobile,2,2649.08
VND-0000305,2024-01-08T17:47:45,CLI-00281,PROD-0051,App Mobile,1,141.67
VND-0002895,2024-01-08T19:24:11,CLI-00076,PROD-0048,App Mobile,1,222.32
VND-0014643,2024-01-08T19:24:43,CLI-00439,PROD-0067,App Mobile,5,189.28
VND-0001210,2024-01-08T19:29:02,CLI-00256,PROD-0063,Loja Física,1,191.3
VND-0002088,2024-01-08T19:53:10,CLI-00356,PROD-0066,App Mobile,3,225.68
VND-0013938,2024-01-08T20:11:55,CLI-00035,PROD-0028,App Mobile,1,521.16
VND-0005832,2024-01-08T20:33:50,CLI-00158,PROD-0058,Site,3,25.33
VND-0007178,2024-01-08T21:24:36,CLI-00209,PROD-0055,Midia Paga,1,42.1
VND-0012377,2024-01-08T21:59:31,CLI-00057,PROD-0031,Loja Física,1,692.94
VND-0008774,2024-01-08T23:07:30,CLI-00055,PROD-0009,Email Marketing,2,3611.93
VND-0012435,2024-01-08T23:21:33,CLI-00396,PROD-0016,App Mobile,1,3554.41
VND-0013366,2024-01-09T01:14:39,CLI-00392,PROD-0028,Midia Paga,2,439.31
VND-0000735,2024-01-09T05:44:12,CLI-00017,PROD-0018,App Mobile,1,4554.58
VND-0009249,2024-01-09T06:03:24,CLI-00474,PROD-0025,Organico,4,167.67
VND-0010492,2024-01-09T07:03:49,CLI-00073,PROD-0080,Organico,1,71.74
VND-0002004,2024-01-09T07:49:39,CLI-00415,PROD-0072,Midia Paga,1,460.63
VND-0002123,2024-01-09T08:39:20,CLI-00034,PROD-0050,Site,1,476.05
VND-0003682,2024-01-09T08:47:23,CLI-00297,PROD-0071,Site,4,36.19
VND-0002550,2024-01-09T09:05:29,CLI-00059,PROD-0009,Loja Física,2,3706.46
VND-0013116,2024-01-09T09:07:59,CLI-00009,PROD-0062,App Mobile,1,120.06
VND-0003685,2024-01-09T10:20:17,CLI-00395,PROD-0024,Organico,4,368.15
VND-0005592,2024-01-09T10:21:39,CLI-00067,PROD-0021,Midia Paga,1,317.77
VND-0012086,2024-01-09T10:25:19,CLI-00025,PROD-0011,Midia Paga,1,4058.6
VND-0006440,2024-01-09T10:27:11,CLI-00097,PROD-0075,Organico,5,277.35
VND-0008586,2024-01-09T10:31:10,CLI-00122,PROD-0028,Midia Paga,2,491.28
VND-0005493,2024-01-09T10:48:47,CLI-00070,PROD-0065,App Mobile,3,167.65
VND-0002322,2024-01-09T11:29:53,CLI-00262,PROD-0013,App Mobile,1,4089.77
VND-0009152,2024-01-09T11:42:04,CLI-00055,PROD-0050,Midia Paga,2,453.9
VND-0013933,2024-01-09T11:54:26,CLI-00051,PROD-0050,App Mobile,4,365.73
VND-0000810,2024-01-09T11:58:44,CLI-00275,PROD-0027,Site,1,161.5
VND-0001554,2024-01-09T12:12:46,CLI-00066,PROD-0025,Site,4,151.28
VND-0012409,2024-01-09T12:56:25,CLI-00094,PROD-0032,Midia Paga,2,1076.92
VND-0006229,2024-01-09T13:21:00,CLI-00134,PROD-0075,App Mobile,1,291.67
VND-0007184,2024-01-09T13:25:40,CLI-00040,PROD-0053,App Mobile,1,167.83
VND-0010522,2024-01-09T15:10:28,CLI-00005,PROD-0073,App Mobile,3,443.23
VND-0009359,2024-01-09T15:56:20,CLI-00048,PROD-0058,Loja Física,1,22.64
VND-0006434,2024-01-09T15:56:39,CLI-00479,PROD-0004,Site,1,3201.87
VND-0009722,2024-01-09T16:42:46,CLI-00084,PROD-0079,App Mobile,1,539.75
VND-0014582,2024-01-09T16:46:33,CLI-00019,PROD-0052,App Mobile,2,49.95
VND-0007953,2024-01-09T16:48:58,CLI-00098,PROD-0022,Midia Paga,1,114.49
VND-0002187,2024-01-09T16:53:52,CLI-00018,PROD-0020,Midia Paga,1,8060.77
VND-0005532,2024-01-09T17:03:41,CLI-00273,PROD-0051,Midia Paga,1,162.81
VND-0004621,2024-01-09T17:31:03,CLI-00228,PROD-0062,Site,2,107.57
VND-0004689,2024-01-09T17:40:55,CLI-00395,PROD-0030,Email Marketing,2,69.81
VND-0012300,2024-01-09T17:57:43,CLI-00082,PROD-0011,Site,1,4939.23
VND-0002543,2024-01-09T18:08:21,CLI-00020,PROD-0080,App Mobile,2,71.48
VND-0000619,2024-01-09T18:30:22,CLI-00059,PROD-0010,App Mobile,1,3245.9
VND-0000497,2024-01-09T19:09:46,CLI-00086,PROD-0017,App Mobile,2,2842.2
VND-0003970,2024-01-09T19:46:02,CLI-00436,PROD-0057,Email Marketing,1,95.59
VND-0010880,2024-01-09T20:56:41,CLI-00002,PROD-0067,Midia Paga,4,225.39
VND-0011821,2024-01-09T21:51:09,CLI-00441,PROD-0003,App Mobile,2,1765.69
VND-0009378,2024-01-09T22:33:33,CLI-00056,PROD-0035,Site,2,628.7
VND-0000069,2024-01-09T22:37:04,CLI-00023,PROD-0061,Marketplace,3,73.73
VND-0003438,2024-01-09T23:39:45,CLI-00031,PROD-0025,App Mobile,3,158.7
VND-0008136,2024-01-10T01:51:12,CLI-00016,PROD-0041,Marketplace,3,213.44
VND-0002038,2024-01-10T08:02:12,CLI-00366,PROD-0013,App Mobile,1,4206.19
VND-0006566,2024-01-10T08:03:25,CLI-00022,PROD-0038,App Mobile,1,73.09
VND-0011210,2024-01-10T09:18:33,CLI-00035,PROD-0016,Midia Paga,2,3206.11
VND-0008802,2024-01-10T09:22:57,CLI-00138,PROD-0003,App Mobile,1,1591.55
VND-0010154,2024-01-10T09:52:46,CLI-00183,PROD-0022,Site,4,118.95
VND-0004541,2024-01-10T10:19:53,CLI-00498,PROD-0033,Site,1,410.38
VND-0011441,2024-01-10T10:29:23,CLI-00410,PROD-0018,Site,3,5730.21
VND-0006075,2024-01-10T10:30:22,CLI-00146,PROD-0069,App Mobile,1,103.74
VND-0012552,2024-01-10T10:35:01,CLI-00261,PROD-0036,Midia Paga,1,305.54
VND-0007434,2024-01-10T10:37:07,CLI-00089,PROD-0073,Email Marketing,1,450.78
VND-0006646,2024-01-10T10:47:27,CLI-00458,PROD-0060,App Mobile,2,112.5
VND-0008100,2024-01-10T11:53:48,CLI-00063,PROD-0078,Organico,1,357.48
VND-0013895,2024-01-10T13:00:44,CLI-00208,PROD-0038,Site,1,73.1
VND-0000210,2024-01-10T13:06:25,CLI-00041,PROD-0016,Marketplace,4,3642.39
VND-0014219,2024-01-10T14:59:19,CLI-00047,PROD-0039,Midia Paga,1,1004.11
VND-0000107,2024-01-10T15:24:50,CLI-00370,PROD-0032,Loja Física,1,984.41
VND-0009282,2024-01-10T15:26:00,CLI-00070,PROD-0034,Site,2,376.93
VND-0011393,2024-01-10T15:30:43,CLI-00459,PROD-0039,Email Marketing,3,1133.36
VND-0006248,2024-01-10T16:00:34,CLI-00052,PROD-0052,Site,4,42.44
VND-0013763,2024-01-10T16:12:16,CLI-00349,PROD-0056,App Mobile,1,26.25
VND-0011340,2024-01-10T16:31:19,CLI-00162,PROD-0055,App Mobile,1,35.87
VND-0012193,2024-01-10T16:40:47,CLI-00164,PROD-0042,Site,1,715.02
VND-0013427,2024-01-10T16:57:35,CLI-00441,PROD-0016,App Mobile,1,3591.46
VND-0014187,2024-01-10T17:23:51,CLI-00305,PROD-0063,Midia Paga,1,234.58
VND-0008047,2024-01-10T17:42:00,CLI-00091,PROD-0053,App Mobile,5,146.49
VND-0012798,2024-01-10T18:34:44,CLI-00012,PROD-0041,Midia Paga,1,202.8
VND-0004093,2024-01-10T18:41:39,CLI-00038,PROD-0013,App Mobile,1,4209.75
VND-0011185,2024-01-10T19:06:50,CLI-00215,PROD-0067,App Mobile,1,180.09
VND-0002841,2024-01-10T19:09:18,CLI-00407,PROD-0060,Marketplace,1,112.97
VND-0000792,2024-01-10T19:17:50,CLI-00003,PROD-0016,Midia Paga,1,3334.48
VND-0002913,2024-01-10T20:47:32,CLI-00464,PROD-0062,Marketplace,1,93.1
VND-0002868,2024-01-10T21:58:13,CLI-00010,PROD-0058,Organico,1,25.56
VND-0009825,2024-01-10T23:38:53,CLI-00099,PROD-0080,Organico,1,71.62
VND-0006039,2024-01-11T00:26:54,CLI-00092,PROD-0060,Midia Paga,2,133.01
VND-0000919,2024-01-11T02:48:24,CLI-00322,PROD-0020,Loja Física,1,8585.55
VND-0003333,2024-01-11T03:34:48,CLI-00048,PROD-0076,Site,1,432.54
VND-0010121,2024-01-11T03:35:39,CLI-00203,PROD-0052,Midia Paga,4,45.92
VND-0011626,2024-01-11T04:16:55,CLI-00202,PROD-0034,App Mobile,1,371.23
VND-0003047,2024-01-11T04:32:58,CLI-00025,PROD-0078,Midia Paga,1,455.04
VND-0008561,2024-01-11T06:26:38,CLI-00006,PROD-0077,Loja Física,2,223.61
VND-0000115,2024-01-11T06:33:30,CLI-00005,PROD-0012,Site,1,5087.77
VND-0012918,2024-01-11T06:53:47,CLI-00009,PROD-0008,Marketplace,1,1498.93
VND-0008229,2024-01-11T07:13:57,CLI-00020,PROD-0069,App Mobile,1,119.56
VND-0005388,2024-01-11T07:18:51,CLI-00398,PROD-0013,Midia Paga,2,5355.46
VND-0010787,2024-01-11T08:04:42,CLI-00033,PROD-0037,Midia Paga,5,886.17
VND-0014308,2024-01-11T08:26:17,CLI-00044,PROD-0046,Midia Paga,1,564.27
VND-0014093,2024-01-11T09:19:38,CLI-00371,PROD-0054,App Mobile,1,163.06
VND-0000584,2024-01-11T10:18:12,CLI-00343,PROD-0045,Marketplace,1,419.44
VND-0008425,2024-01-11T10:19:10,CLI-00325,PROD-0024,Midia Paga,5,375.52
VND-0005930,2024-01-11T10:24:39,CLI-00036,PROD-0047,Site,1,64.56
VND-0005543,2024-01-11T11:10:04,CLI-00074,PROD-0025,App Mobile,2,168.02
VND-0011552,2024-01-11T11:32:11,CLI-00002,PROD-0061,Site,1,65.03
VND-0013738,2024-01-11T11:47:11,CLI-00065,PROD-0057,Organico,2,99.89
VND-0005287,2024-01-11T12:33:06,CLI-00037,PROD-0038,Site,1,84.91
VND-0014549,2024-01-11T14:09:31,CLI-00374,PROD-0031,App Mobile,1,674.45
VND-0010573,2024-01-11T14:16:47,CLI-00092,PROD-0024,Email Marketing,1,349.54
VND-0009653,2024-01-11T14:23:13,CLI-00026,PROD-0035,App Mobile,2,708.15
VND-0011234,2024-01-11T14:36:04,CLI-00390,PROD-0053,App Mobile,1,145.87
VND-0003526,2024-01-11T15:50:54,CLI-00030,PROD-0011,Midia Paga,1,4786.27
VND-0013298,2024-01-11T16:00:08,CLI-00310,PROD-0011,App Mobile,2,4772.04
VND-0006863,2024-01-11T16:04:31,CLI-00424,PROD-0048,App Mobile,1,226.57
VND-0009223,2024-01-11T16:17:43,CLI-00076,PROD-0076,Site,1,417.25
VND-0008291,2024-01-11T16:29:20,CLI-00310,PROD-0069,App Mobile,1,104.79
VND-0002687,2024-01-11T16:47:47,CLI-00443,PROD-0041,Site,2,182.59
VND-0007188,2024-01-11T17:06:00,CLI-00333,PROD-0006,App Mobile,1,417.24
VND-0004049,2024-01-11T17:26:13,CLI-00010,PROD-0068,Organico,1,93.27
VND-0009344,2024-01-11T17:32:35,CLI-00081,PROD-0002,Midia Paga,1,4043.67
VND-0003856,2024-01-11T17:54:21,CLI-00015,PROD-0070,Midia Paga,5,178.88
VND-0001983,2024-01-11T18:12:25,CLI-00041,PROD-0034,Email Marketing,1,386.82
VND-0009067,2024-01-11T18:38:30,CLI-00035,PROD-0073,Midia Paga,5,414.49
VND-0008310,2024-01-11T18:59:21,CLI-00014,PROD-0031,WhatsApp,1,647.08
VND-0003935,2024-01-11T18:59:30,CLI-00032,PROD-0066,App Mobile,1,220.29
VND-0014807,2024-01-11T20:48:18,CLI-00090,PROD-0055,Site,2,38.35
VND-0008477,2024-01-11T20:50:32,CLI-00425,PROD-0062,Organico,1,119.37
VND-0005876,2024-01-11T22:16:04,CLI-00010,PROD-0066,App Mobile,2,216.65
VND-0007511,2024-01-11T22:50:27,CLI-00088,PROD-0037,Midia Paga,1,1108.25
VND-0005612,2024-01-11T23:09:18,CLI-00047,PROD-0061,App Mobile,1,67.4
VND-0000655,2024-01-11T23:44:30,CLI-00317,PROD-0073,Midia Paga,2,423.33
VND-0010023,2024-01-12T02:24:41,CLI-00129,PROD-0018,App Mobile,1,4635.02
VND-0007943,2024-01-12T04:48:47,CLI-00012,PROD-0028,Organico,1,511.13
VND-0011793,2024-01-12T06:55:10,CLI-00038,PROD-0066,Site,1,258.65
VND-0011751,2024-01-12T07:09:49,CLI-00014,PROD-0036,Site,3,283.11
VND-0009476,2024-01-12T09:18:42,CLI-00393,PROD-0077,App Mobile,2,222.81
VND-0013435,2024-01-12T09:29:57,CLI-00074,PROD-0032,App Mobile,1,899.64
VND-0012718,2024-01-12T09:32:36,CLI-00294,PROD-0021,Marketplace,2,369.37
VND-0008754,2024-01-12T09:47:37,CLI-00360,PROD-0061,Midia Paga,1,68.2
VND-0004412,2024-01-12T10:47:28,CLI-00002,PROD-0039,Midia Paga,1,1066.23
VND-0013975,2024-01-12T11:15:39,CLI-00149,PROD-0064,Loja Física,1,249.09
VND-0011790,2024-01-12T11:21:10,CLI-00170,PROD-0039,App Mobile,4,1046.19
VND-0001830,2024-01-12T11:34:48,CLI-00020,PROD-0050,Marketplace,2,463.59
VND-0002015,2024-01-12T11:42:05,CLI-00024,PROD-0038,WhatsApp,4,73.34
VND-0002195,2024-01-12T12:26:14,CLI-00093,PROD-0011,WhatsApp,4,4546.34
VND-0012873,2024-01-12T12:34:44,CLI-00049,PROD-0031,Midia Paga,3,725.34
VND-0003632,2024-01-12T13:36:55,CLI-00058,PROD-0035,Loja Física,1,622.96
VND-0013922,2024-01-12T13:37:00,CLI-00023,PROD-0014,App Mobile,1,4765.98
VND-0008314,2024-01-12T13:52:52,CLI-00084,PROD-0002,Loja Física,1,4675.26
VND-0011311,2024-01-12T14:00:06,CLI-00020,PROD-0024,WhatsApp,2,412.39
VND-0001230,2024-01-12T14:11:09,CLI-00325,PROD-0079,App Mobile,1,418.68
VND-0010595,2024-01-12T14:11:10,CLI-00060,PROD-0026,Redes Sociais,1,175.82
VND-0003357,2024-01-12T14:11:45,CLI-00144,PROD-0078,App Mobile,1,344.97
VND-0003575,2024-01-12T14:13:24,CLI-00073,PROD-0050,Organico,4,431.19
VND-0009195,2024-01-12T14:38:42,CLI-00023,PROD-0076,Redes Sociais,1,459.14
VND-0006369,2024-01-12T14:42:40,CLI-00045,PROD-0010,Midia Paga,1,3261.94
VND-0001456,2024-01-12T15:20:39,CLI-00142,PROD-0077,Midia Paga,1,217.95
VND-0009560,2024-01-12T15:26:04,CLI-00066,PROD-0031,WhatsApp,1,737.43
VND-0005466,2024-01-12T15:30:09,CLI-00198,PROD-0017,WhatsApp,1,3449.97
VND-0007916,2024-01-12T16:00:50,CLI-00076,PROD-0075,Midia Paga,1,224.33
VND-0002881,2024-01-12T16:10:02,CLI-00064,PROD-0047,WhatsApp,1,80.42
VND-0003558,2024-01-12T16:22:08,CLI-00063,PROD-0055,App Mobile,4,41.96
VND-0014887,2024-01-12T16:26:58,CLI-00235,PROD-0006,Loja Física,2,538.48
VND-0001824,2024-01-12T16:35:37,CLI-00035,PROD-0071,App Mobile,1,31.01
VND-0001116,2024-01-12T16:48:43,CLI-00056,PROD-0061,App Mobile,1,59.3
VND-0000024,2024-01-12T17:54:21,CLI-00009,PROD-0039,Marketplace,1,907.33
VND-0010946,2024-01-12T18:20:12,CLI-00320,PROD-0045,App Mobile,1,467.8
VND-0009520,2024-01-12T18:28:53,CLI-00045,PROD-0058,Midia Paga,2,25.64
VND-0002544,2024-01-12T19:14:12,CLI-00014,PROD-0028,App Mobile,2,428.64
VND-0002185,2024-01-12T19:50:35,CLI-00098,PROD-0037,App Mobile,3,920.55
VND-0011471,2024-01-12T19:53:34,CLI-00014,PROD-0022,Midia Paga,1,101.01
VND-0000470,2024-01-12T20:36:48,CLI-00153,PROD-0067,Marketplace,1,220.89
VND-0001457,2024-01-12T20:47:38,CLI-00073,PROD-0061,Email Marketing,3,68.47
VND-0010602,2024-01-12T21:50:51,CLI-00389,PROD-0027,Loja Física,5,147.45
VND-0006448,2024-01-13T01:38:46,CLI-00068,PROD-0031,Midia Paga,1,722.41
VND-0011631,2024-01-13T05:00:32,CLI-00396,PROD-0033,Redes Sociais,4,424.84
VND-0008437,2024-01-13T06:27:11,CLI-00028,PROD-0041,App Mobile,1,203.55
VND-0000571,2024-01-13T07:29:29,CLI-00183,PROD-0059,Marketplace,1,127.65
VND-0000794,2024-01-13T07:55:33,CLI-00063,PROD-0003,App Mobile,2,1690.03
VND-0014509,2024-01-13T08:05:31,CLI-00335,PROD-0051,Email Marketing,1,165.36
VND-0001679,2024-01-13T08:31:20,CLI-00199,PROD-0066,Midia Paga,1,233.94
VND-0013577,2024-01-13T08:48:58,CLI-00041,PROD-0001,App Mobile,3,2668.65
VND-0010179,2024-01-13T08:50:31,CLI-00263,PROD-0056,Midia Paga,1,25.39
VND-0010376,2024-01-13T09:28:05,CLI-00077,PROD-0047,Site,1,67.81
VND-0000021,2024-01-13T09:30:06,CLI-00099,PROD-0076,App Mobile,1,447.56
VND-0008550,2024-01-13T10:41:58,CLI-00050,PROD-0006,App Mobile,2,423.98
VND-0010339,2024-01-13T10:44:24,CLI-00060,PROD-0045,App Mobile,1,429.89
VND-0011296,2024-01-13T10:51:57,CLI-00085,PROD-0079,Marketplace,2,449.13
VND-0008968,2024-01-13T11:29:41,CLI-00231,PROD-0019,App Mobile,3,4965.24
VND-0008827,2024-01-13T11:33:59,CLI-00076,PROD-0039,App Mobile,2,963.38
VND-0003479,2024-01-13T11:35:53,CLI-00042,PROD-0078,Midia Paga,2,437.22
VND-0010029,2024-01-13T11:38:35,CLI-00225,PROD-0049,Midia Paga,5,178.03
VND-0011271,2024-01-13T11:40:56,CLI-00010,PROD-0029,App Mobile,2,603.0
VND-0000401,2024-01-13T12:49:19,CLI-00045,PROD-0025,Site,1,160.38
VND-0007563,2024-01-13T13:00:12,CLI-00005,PROD-0015,App Mobile,1,2377.54
VND-0001097,2024-01-13T13:37:50,CLI-00358,PROD-0013,Marketplace,3,4756.1
VND-0008515,2024-01-13T13:49:17,CLI-00253,PROD-0034,Marketplace,1,373.36
VND-0011048,2024-01-13T14:21:27,CLI-00054,PROD-0080,App Mobile,1,66.29
VND-0011917,2024-01-13T14:26:34,CLI-00400,PROD-0016,Site,3,3533.82
VND-0012792,2024-01-13T14:33:06,CLI-00021,PROD-0009,WhatsApp,2,3274.56
VND-0001663,2024-01-13T14:44:13,CLI-00050,PROD-0067,Email Marketing,3,200.37
VND-0004310,2024-01-13T15:13:58,CLI-00080,PROD-0015,Email Marketing,2,2807.48
VND-0009605,2024-01-13T15:18:37,CLI-00090,PROD-0002,Midia Paga,3,3760.76
VND-0005452,2024-01-13T15:21:02,CLI-00003,PROD-0025,Marketplace,1,155.09
VND-0007416,2024-01-13T15:43:24,CLI-00015,PROD-0009,App Mobile,2,3222.87
VND-0011527,2024-01-13T15:43:58,CLI-00182,PROD-0014,Site,1,4245.64
VND-0005075,2024-01-13T16:23:55,CLI-00186,PROD-0015,Site,1,2420.55
VND-0003837,2024-01-13T16:35:45,CLI-00172,PROD-0023,Site,1,336.34
VND-0013096,2024-01-13T16:49:57,CLI-00119,PROD-0031,Redes Sociais,1,714.54
VND-0005099,2024-01-13T17:19:40,CLI-00231,PROD-0008,Site,1,1552.62
VND-0000088,2024-01-13T18:14:34,CLI-00070,PROD-0032,Email Marketing,1,847.95
VND-0006502,2024-01-13T18:44:44,CLI-00045,PROD-0048,Midia Paga,1,264.86
VND-0004923,2024-01-13T19:03:28,CLI-00094,PROD-0036,App Mobile,2,271.78
VND-0011716,2024-01-13T19:08:31,CLI-00041,PROD-0029,Midia Paga,1,670.65
VND-0001647,2024-01-13T19:55:28,CLI-00081,PROD-0025,Marketplace,1,161.15
VND-0013037,2024-01-13T20:11:16,CLI-00044,PROD-0009,Organico,1,3087.38
VND-0002735,2024-01-13T21:51:52,CLI-00010,PROD-0050,App Mobile,3,418.92
VND-0012288,2024-01-13T21:54:31,CLI-00221,PROD-0018,Midia Paga,1,5086.33
VND-0004778,2024-01-14T01:57:06,CLI-00198,PROD-0020,Site,1,8349.86
VND-0006674,2024-01-14T02:13:31,CLI-00008,PROD-0059,Marketplace,1,116.85
VND-0004867,2024-01-14T03:40:08,CLI-00233,PROD-0014,App Mobile,4,4650.54
VND-0008565,2024-01-14T06:12:38,CLI-00371,PROD-0060,Midia Paga,3,126.33
VND-0003176,2024-01-14T06:41:52,CLI-00084,PROD-0013,App Mobile,1,4768.32
VND-0011534,2024-01-14T07:27:07,CLI-00033,PROD-0015,WhatsApp,2,2180.14
VND-0013213,2024-01-14T07:30:22,CLI-00179,PROD-0007,Midia Paga,1,4101.41
VND-0004915,2024-01-14T08:33:09,CLI-00048,PROD-0078,Organico,2,413.74
VND-0010080,2024-01-14T09:43:23,CLI-00018,PROD-0025,Midia Paga,1,186.85
VND-0003641,2024-01-14T09:48:13,CLI-00034,PROD-0080,App Mobile,1,64.52
VND-0006877,2024-01-14T09:51:02,CLI-00075,PROD-0034,Organico,1,326.76
VND-0005548,2024-01-14T09:55:57,CLI-00017,PROD-0070,Midia Paga,1,192.97
VND-0007058,2024-01-14T10:36:34,CLI-00078,PROD-0055,Midia Paga,1,38.88
VND-0000993,2024-01-14T10:38:15,CLI-00020,PROD-0041,Midia Paga,1,230.66
VND-0014823,2024-01-14T11:26:33,CLI-00034,PROD-0029,App Mobile,1,593.82
VND-0014323,2024-01-14T11:33:14,CLI-00016,PROD-0021,Email Marketing,1,366.07
VND-0004943,2024-01-14T11:35:49,CLI-00024,PROD-0010,App Mobile,1,3287.42
VND-0014974,2024-01-14T11:36:19,CLI-00082,PROD-0079,Marketplace,1,539.26
VND-0011040,2024-01-14T13:47:57,CLI-00011,PROD-0054,Site,1,135.67
VND-0006782,2024-01-14T13:56:56,CLI-00027,PROD-0051,Site,1,125.03
VND-0004910,2024-01-14T14:22:11,CLI-00047,PROD-0046,App Mobile,1,614.46
VND-0003241,2024-01-14T14:25:26,CLI-00037,PROD-0013,Marketplace,4,4176.7
VND-0004615,2024-01-14T14:28:59,CLI-00092,PROD-0038,Email Marketing,5,69.68
VND-0005590,2024-01-14T14:43:05,CLI-00052,PROD-0021,Organico,4,377.7
VND-0007074,2024-01-14T14:59:39,CLI-00029,PROD-0046,Site,1,677.18
VND-0010245,2024-01-14T15:00:11,CLI-00420,PROD-0011,Midia Paga,1,4188.67
VND-0004817,2024-01-14T15:01:15,CLI-00272,PROD-0075,Site,1,293.53
VND-0008640,2024-01-14T15:28:10,CLI-00052,PROD-0039,Organico,1,970.88
VND-0006181,2024-01-14T16:07:25,CLI-00280,PROD-0030,App Mobile,1,59.72
VND-0014733,2024-01-14T16:36:44,CLI-00242,PROD-0016,WhatsApp,1,2917.65
VND-0010652,2024-01-14T16:50:06,CLI-00055,PROD-0046,Midia Paga,4,624.77
VND-0000065,2024-01-14T16:54:54,CLI-00077,PROD-0078,Email Marketing,1,371.56
VND-0011992,2024-01-14T17:39:05,CLI-00136,PROD-0046,App Mobile,1,626.95
VND-0013387,2024-01-14T17:43:38,CLI-00485,PROD-0036,Marketplace,2,269.95
VND-0000713,2024-01-14T18:18:43,CLI-00227,PROD-0064,Organico,1,246.42
VND-0012110,2024-01-14T19:07:11,CLI-00040,PROD-0005,Email Marketing,2,3595.57
VND-0008537,2024-01-14T19:09:10,CLI-00083,PROD-0001,Email Marketing,1,2604.31
VND-0012118,2024-01-14T19:12:09,CLI-00084,PROD-0072,App Mobile,3,409.27
VND-0008554,2024-01-14T19:36:16,CLI-00187,PROD-0047,Loja Física,1,69.31
VND-0006415,2024-01-14T19:50:29,CLI-00113,PROD-0034,Site,1,387.45
VND-0001276,2024-01-14T19:58:38,CLI-00085,PROD-0040,Marketplace,3,237.26
VND-0002900,2024-01-14T20:00:36,CLI-00318,PROD-0016,Marketplace,5,3134.23
VND-0002070,2024-01-14T20:03:04,CLI-00086,PROD-0025,Midia Paga,1,185.48
VND-0002973,2024-01-14T23:24:38,CLI-00100,PROD-0073,Midia Paga,1,435.43
VND-0000826,2024-01-15T03:30:27,CLI-00043,PROD-0040,Site,2,239.87
VND-0005103,2024-01-15T05:06:30,CLI-00044,PROD-0017,Midia Paga,2,2970.25
VND-0006624,2024-01-15T05:51:22,CLI-00086,PROD-0036,App Mobile,1,323.59
VND-0011715,2024-01-15T05:54:21,CLI-00228,PROD-0061,Site,1,64.49
VND-0008486,2024-01-15T06:32:06,CLI-00185,PROD-0031,App Mobile,1,720.74
VND-0006833,2024-01-15T06:54:23,CLI-00060,PROD-0062,WhatsApp,2,104.62
VND-0005706,2024-01-15T08:09:45,CLI-00024,PROD-0034,Site,1,330.95
VND-0002699,2024-01-15T08:54:10,CLI-00066,PROD-0031,App Mobile,1,670.13
VND-0008715,2024-01-15T09:08:06,CLI-00120,PROD-0070,App Mobile,1,196.21
VND-0011586,2024-01-15T09:18:20,CLI-00091,PROD-0034,App Mobile,3,391.41
VND-0008628,2024-01-15T09:32:51,CLI-00040,PROD-0050,Midia Paga,1,391.81
VND-0001385,2024-01-15T09:39:57,CLI-00061,PROD-0070,App Mobile,1,222.57
VND-0004720,2024-01-15T10:31:28,CLI-00083,PROD-0077,Midia Paga,1,239.6
VND-0009901,2024-01-15T10:37:20,CLI-00397,PROD-0044,Marketplace,1,349.41
VND-0004508,2024-01-15T11:05:01,CLI-00185,PROD-0080,Site,1,64.36
VND-0002817,2024-01-15T11:35:44,CLI-00340,PROD-0015,App Mobile,1,2846.14
VND-0014084,2024-01-15T12:33:51,CLI-00359,PROD-0050,App Mobile,2,377.17
VND-0007217,2024-01-15T13:09:41,CLI-00036,PROD-0008,Marketplace,5,1430.2
VND-0014296,2024-01-15T13:20:12,CLI-00011,PROD-0071,Midia Paga,1,34.82
